"Name","DTF_Ro16","DTF_Ro17","DTF_Su16","DTF_Su17","REP_Ro16","REP_Ro17","REP_Su16","REP_Su17","TFT_0_Su16","TFT_Tb_Su16","TFT_0_Su17","TFT_Tb_Su17","TFT_0_Ro16","TFT_Tb_Ro16","TFT_0_Ro17","TFT_Tb_Ro17","TRT_0_Su16","TRT_Tb_Su16","TRT_0_Su17","TRT_Tb_Su17","TRT_0_Ro16","TRT_Tb_Ro16","TRT_0_Ro17","TRT_Tb_Ro17","PC1","PC2","PC3","PC4"
"LIRL.22.46_AGL",44,42.3,46.7,46,49,37.5,47.3,41,543.6,819,561.5,841.5,653.6,963.2,574.6,880.6,904.4,1293.2,787.9,1123.9,1018.2,1448.2,737.7,1070.7,-0.0852,1.2969,2.5019,-0.8695
"PI_163589_AGL",49.3,46,53,53.3,46,33.5,39.7,33,669.8,3017.8,649,3049,762.6,3267.7,642.9,2973.9,748.1,3096.1,669.2,2709.2,923.7,3734.3,676.9,2818.9,-0.615,2.6658,0.8529,3.2211
"PI_169534_LSP_AGL",48.7,45.7,51.7,53,48.7,37,51.7,35,619.5,1435,664.8,1672.8,740,1720,621.5,1521.5,969.3,2180.9,707.3,1571.3,978.8,2179.3,729.6,1654.6,-1.6825,0.0657,1.823,0.9748
"PI_175754_LSP_AGL",45.3,43.7,48.7,47.3,48.3,35.3,46,41.5,588.3,2049.9,577.7,2089.7,684.5,2299.5,594.3,2134.3,859.8,2727.4,776,2498,982.2,3022.2,718.1,2302.1,9.6394,1.2402,-3.4359,1.3795
"PI_177430_LSP_AGL",48.7,45.7,51.7,51.3,46,35,45.7,36.7,629.5,2634.9,614,2742,740,3000,621.5,2709.5,863.6,3356.8,723.8,2795.8,931.4,3530.4,696.4,2726.4,-2.343,-3.4539,-1.7712,0.4423
"PI_178939_LSP_AGL",46.7,46,53,53.3,50,36,48.3,37,665.2,1921,649,1969,692.9,1973.5,642.9,1937.9,913.2,2491,706.4,1894.4,1010,2695,729.6,2024.6,-1.9201,-0.7369,1.3584,-1.8412
"PI_178952_AGL",46.7,44,47,48,48.7,35.5,46.7,39,553.3,1503.7,585,1665,692.9,1844.3,612,1728,884.5,2238.1,756.3,1956.3,993.4,2478.1,718.1,1834.1,7.566,-2.5876,4.3566,-2.367
"PI_178971_LSP_AGL",46.3,46,51,54,47.3,35.3,43.3,33,629.5,1928.2,675.3,2187.3,704.6,2139.8,642.9,2048.9,825.9,2370.3,669.2,1893.2,962.1,2691.7,712.1,2080.1,1.462,0.1164,1.873,-4.217
"PI_179324_LSP_AGL",47,45.7,49.7,49.3,45.7,35,43,36,595.1,2653.1,589.9,2785.9,715.9,3110.5,621.5,2889.5,802.9,3331.3,704,2961,943.5,3767.9,696.4,2901.4,-2.5785,2.0557,0.139,-1.4714
"PI_179330_AGL",47,45.3,49.3,49.3,48.3,33.3,44,35.3,605.7,2267,596.3,2298.3,727.6,2607.6,635.5,2411.5,822.4,2798,662.2,2272.2,993.4,3296.4,657.7,2241.7,0.1851,-11.2077,2.6594,-1.3787
"PI_181771_LSP_AGL",47,47,50.7,52.7,48.7,32.7,43.7,34,608.3,1892.8,637,2157,701.2,2160.4,663.6,2183.6,825.9,2440.7,663.4,1955.4,993.4,2875,655.5,1975.5,4.512,-1.6053,1.4788,-2.7395
"PI_181886_LSP_AGL",45.3,44.7,50,49.7,48.7,35.7,46.3,38,601.5,3260.3,596.3,3556.3,658.1,3588.5,612,3600,878.1,4553.5,704,3664,998.7,4987.3,719.9,3707.9,-7.4901,0.2008,0.5394,-0.6465
"PI_182217_LSP_AGL",45.3,44.7,48.3,47,50.7,36,47.7,41,582.3,1775.8,577.7,1837.7,672.8,1997.4,598.1,1893.1,895.4,2532.2,792.2,2262.2,1030.1,2855.9,719.9,2051.9,8.9473,-9.1498,-0.9993,1.3647
"PI_193546_AGL",45.7,45,50,47.3,46,35.3,43.7,37.7,611.5,3484.3,568.3,3438.3,672.8,3747.5,621.5,3681.5,822.4,4333.6,712.2,3828.2,941.3,4763.9,719.9,3779.9,3.9174,0.2387,4.9789,1.3434
"PI_193547_LSP_AGL",49.7,49,52.3,53.3,44.3,30,40.7,32.3,639.8,2360.6,655.4,2664.4,747.9,2739.9,705.4,2745.4,767.7,2727.5,625.1,2193.1,908.9,3149.9,615,2196,-3.4966,-5.4178,4.0048,-2.7234
"PI_193548_LSP_AGL",44,38.7,44,41.7,44,34,45.7,38.7,503.6,1535.9,487.4,1507.4,653.6,1906.4,494,1538,857.3,2389.1,698.6,2024.6,922.2,2488.2,673,1897,6.4593,-3.3778,-1.3169,0.7566
"PI_193550_AGL",42.7,38.7,44.7,40.7,49.7,33.7,47.3,41.3,499,1231,464.4,1164.4,617.4,1484.4,508,1288,899,2070.2,750.2,1800.2,1019,2294,673,1557,10.2537,2.1354,-3.7088,0.6877
"PI_207492_LSP_AGL",45.7,45.7,49.7,54,49.3,32.3,45.3,33,605.7,1952.5,668.8,2226.8,672.8,2082.5,621.5,2025.5,861.5,2535.9,669.2,1961.2,1013.6,2918.6,657.7,1944.7,2.557,-0.5489,-1.4444,-3.274
"PI_518731_LSP_AGL",46.3,45.7,49.7,51,49.3,35,47.7,37,595.1,1645.1,620.4,1829.4,692.9,1889.9,621.5,1773.5,898.1,2338.1,736.5,1914.5,993.4,2536.9,696.4,1816.4,3.4215,4.6143,3.2924,0.4686
"PI_209858_LSP_AGL",52.3,54,58.3,59.7,44.3,NA,38,29,767.5,3094,758.3,3249.3,819.2,3182,808.2,3283.2,710.2,2674.8,621.8,2264.8,883.7,3246.5,0,0,6.1347,1.8691,-2.8547,4.9955
"PI_211052_LSP_AGL",48,45.7,49.7,48.3,46,34,44,38.7,591.8,2070.8,578.6,2153.6,740,2560,621.5,2313.5,822.4,2736.4,739.6,2494.6,955.6,3094.1,696.4,2341.4,-0.4205,3.3688,-0.7669,-1.6504
"PI_212100_LSP_AGL",47.3,45.7,50.3,50.5,46.3,32.3,44,33,611.5,2141.5,617.1,2333.1,715.9,2447.5,635.5,2337.5,825.9,2695.9,627.3,2079.3,939.1,2981.5,657.7,2175.7,-3.2925,0.2053,-4.2459,-2.7353
"PI_212610_LSP_AGL",48,46,51,53.7,44.7,33.5,43.3,31,619.5,1949.5,649,2209,740,2328,642.9,2159.9,825.9,2497.9,603.1,1812.1,920.5,2707,696.4,2131.4,-2.3707,-0.5645,-5.0298,-0.9786
"PI_217949_LSP_AGL",44,40.3,45,45,47.3,34,48,36,482,1913,504.3,2154.3,638.9,2574.4,517.1,2227.1,918.5,3515.5,674.1,2709.1,977.2,3631.6,674,2612,-5.8521,1.5614,1.1604,3.2524
"PI_238758_LSP_AGL",49.3,45.3,49,50.7,48.7,36,52,42,599.6,1190,601.3,1230.3,774.3,1500.9,635.5,1301.5,985.3,1854.5,772.4,1452.4,972.3,1820,729.6,1395.6,9.0286,0.1048,1.88,-0.4741
"PI_244046_AGL",41.3,37.7,43.3,41.7,48.7,35,50.3,40.3,479.2,902,471.6,919.6,601.7,1126.4,489.7,953.7,935,1690,736.6,1392.6,992.1,1771.2,691.2,1251.2,17.3315,5.4914,-7.3462,1.8228
"PI_250156_LSP_AGL",44.3,42.3,49,49,46.7,33.7,46.3,36,562.4,2323.2,596.3,2742.3,638.9,2714.4,560.7,2573.7,878.9,3548.5,715.3,2919.3,960.5,3747.6,682.3,2756.3,-9.0422,-0.3608,-2.4923,0.4383
"PI_250158_LSP_AGL",43.3,40,45.7,44.3,47,36.7,44.3,37,504.7,1371.8,506.1,1436.1,636.8,1728.8,517.1,1477.1,843.9,2189.4,674.1,1821.1,956.9,2423.3,728.5,1912.5,-12.2408,1.6835,0.6386,1.8489
"PI_251248_LSP_AGL",41.3,35.7,43,38,51.3,38,51.3,41.5,472.4,853.1,430.4,820.4,587,1063.8,458.2,863.2,978.4,1711.6,758.8,1403.8,1034.8,1794.7,742.9,1312.9,17.0101,8.8754,-2.957,-0.0243
"PI_273664_LSP_AGL",47,44.3,49,51.7,46.3,33,47.5,36,585,2274.6,614,2628,715.9,2802.4,598.1,2523.1,930.8,3490.8,704.2,2612.2,962.1,3476.6,661.1,2476.1,-3.7441,1.3381,0.8434,-4.5722
"PI_280686_AGL",45.3,40,45.7,44.7,47.7,38.7,48.7,41.7,519.3,1306.5,530.9,1355.9,672.8,1623.7,545.2,1377.2,922.7,2128.1,778.8,1828.8,982.2,2215.8,764.7,1778.7,1.1803,-0.2691,-0.9374,-2.447
"PI_283604_LSP_AGL",49,46.3,53.3,54,48.3,36,43.7,36.5,669.8,3137.8,668.8,3251.8,774.3,3474.9,656.8,3164.8,827.9,3542.7,706.4,2974.4,978.8,4129.5,708.2,3084.2,6.9158,0.5577,-1.7468,4.08
"PI_289066_AGL",54.3,54.5,56.7,59.3,40.3,NA,39,28,724.8,2926.4,751.9,3189.9,865.1,3312.3,808.2,3283.2,736.4,2733.2,566.3,2050.3,806.4,2934.4,0,0,5.119,-0.4449,-0.1755,2.6295
"PI_289073_LSP_AGL",49,48,52,54,45.3,34,42.7,34,649.8,2097.6,668.8,2267.8,762.6,2394.4,683.4,2282.4,808,2446.3,688.9,2053.9,931.4,2762.2,687.5,2122.5,-1.5105,0.9374,1.2167,1.9757
"PI_289079_LSP_AGL",49.3,49,55,55.7,47.3,33,43.3,34,705,2511,712.3,2692.3,762.6,2599.4,719.4,2605.4,826.2,2718.2,652.2,2104.2,940.3,3045.9,667.7,2231.7,-2.5988,-1.0073,2.2562,2.6306
"PI_290716_LSP_AGL",50.7,46,51,52,45.3,35,43.7,33.7,626.2,2048.2,657.3,2379.3,781.7,2516.3,656.8,2252.8,825.9,2563.9,660.1,2054.1,921.2,2821,712.1,2224.1,-1.6525,-4.4864,2.254,-1.2935
"PI_297285_LSP_AGL",48,48.3,52,54,50,34,46,37,670.9,2192,675.3,2271.3,751.7,2338.4,697.4,2297.4,879,2622.7,724.7,2130.7,1019,2992.7,667.7,2027.7,6.8318,-2.1834,0.3037,2.2714
"PI_297287_AGL",47,45.3,49.7,52,50.3,37,47.7,38,599.6,2478.8,630.5,2736.5,727.6,2907.6,635.5,2707.5,898.1,3403.7,759.7,2865.7,1026,3805.5,729.6,2801.6,9.9459,-2.2479,-0.189,0.1566
"PI_297754_LSP_AGL",47,46.3,49,49.5,51,34.3,45.7,39,605.7,1826.7,596.3,1854.3,727.6,2111.6,656.8,2024.8,859.8,2377.8,728.3,2020.3,1042,2841.2,675.1,1899.1,-8.2211,2.5043,0.5525,-1.135
"PI_297767_AGL",49,48.3,53.7,54.5,47.7,34,43.7,NA,675.8,2914.4,668.8,2964.8,762.6,3095.5,683.4,2945.4,827.9,3230.3,0,0,962.9,3694.1,667.7,2639.7,1.1065,0.203,-1.9816,2.4205
"PI_297772_LSP_AGL",48.7,44,53.7,51,43,36,40.3,35,662,3660.2,605,3602,740,4024,584,3440,772.2,4007.1,716.9,3713.9,874,4404.3,753.2,3945.2,0.6904,0.8176,-3.5605,3.1014
"PI_297783_AGL",43,38.3,44,42.3,45,33.3,47,38.7,503.6,1396.4,485.9,1355.9,636.8,1690.3,494,1393,895.7,2278.1,703.3,1873.3,941.7,2326.3,649.7,1672.7,2.5191,-3.107,-2.0909,0.826
"PI_297787_LSP_AGL",44,45,48.3,48.7,50,32.3,47,39.7,574.4,1788.8,594.4,2000.4,653.6,2039.6,621.5,2061.5,878.9,2608.5,759.3,2279.3,1034.6,2998.1,661.1,1981.1,0.4989,1.8832,-1.0844,-3.2267
