"Expt","Date","DAP","Temp"
"Jessore, Bangladesh 2016","2017-02-05",82,16.45
"Jessore, Bangladesh 2016","2017-02-06",83,18.35
"Jessore, Bangladesh 2016","2017-02-07",84,18.2
"Jessore, Bangladesh 2016","2017-02-08",85,18
"Jessore, Bangladesh 2016","2017-02-09",86,18.15
"Jessore, Bangladesh 2016","2017-02-10",87,18.3
"Jessore, Bangladesh 2016","2017-02-11",88,21.55
"Jessore, Bangladesh 2016","2017-02-12",89,21.95
"Jessore, Bangladesh 2016","2017-02-13",90,19.3
"Jessore, Bangladesh 2016","2017-02-14",91,19.35
"Jessore, Bangladesh 2016","2017-02-15",92,19.45
"Jessore, Bangladesh 2016","2017-02-16",93,18.95
"Jessore, Bangladesh 2016","2017-02-17",94,19.35
"Jessore, Bangladesh 2016","2017-02-18",95,19.55
"Jessore, Bangladesh 2016","2017-02-19",96,19.7
"Jessore, Bangladesh 2016","2017-02-20",97,19.85
"Jessore, Bangladesh 2016","2017-02-21",98,20.05
"Jessore, Bangladesh 2016","2017-02-22",99,20.4
"Jessore, Bangladesh 2016","2017-02-23",100,20.2
"Jessore, Bangladesh 2016","2017-02-24",101,20.5
"Jessore, Bangladesh 2016","2017-02-25",102,19.65
"Jessore, Bangladesh 2016","2017-02-26",103,19.95
"Jessore, Bangladesh 2016","2017-02-27",104,20.05
"Jessore, Bangladesh 2016","2017-02-28",105,20
"Jessore, Bangladesh 2016","2017-03-01",106,22.95
"Jessore, Bangladesh 2016","2017-03-02",107,22.35
"Jessore, Bangladesh 2016","2017-03-03",108,23.3
"Jessore, Bangladesh 2016","2017-03-04",109,23.2
"Jessore, Bangladesh 2016","2017-03-05",110,23.25
"Jessore, Bangladesh 2016","2017-03-06",111,23.8
"Jessore, Bangladesh 2016","2017-03-07",112,23.55
"Jessore, Bangladesh 2016","2017-03-08",113,23.6
"Jessore, Bangladesh 2016","2017-03-09",114,23.25
"Jessore, Bangladesh 2016","2017-03-10",115,23.4
"Jessore, Bangladesh 2016","2017-03-11",116,23.95
"Jessore, Bangladesh 2016","2017-03-12",117,23.75
"Jessore, Bangladesh 2016","2017-03-13",118,23.65
"Jessore, Bangladesh 2016","2017-03-14",119,24.1
"Jessore, Bangladesh 2016","2017-03-15",120,23.9
"Jessore, Bangladesh 2016","2017-03-16",121,24.2
"Jessore, Bangladesh 2016","2017-03-17",122,23.5
"Jessore, Bangladesh 2016","2017-03-18",123,23.45
"Jessore, Bangladesh 2016","2017-03-19",124,23.95
"Jessore, Bangladesh 2016","2017-03-20",125,23.6
"Jessore, Bangladesh 2016","2017-03-21",126,23.5
"Jessore, Bangladesh 2016","2017-03-22",127,24
"Jessore, Bangladesh 2016","2017-03-23",128,23.45
"Jessore, Bangladesh 2016","2017-03-24",129,24.1
"Jessore, Bangladesh 2016","2017-03-25",130,23.6
"Jessore, Bangladesh 2016","2017-03-26",131,23.75
"Jessore, Bangladesh 2016","2017-03-27",132,23.6
"Jessore, Bangladesh 2016","2017-03-28",133,23.65
"Jessore, Bangladesh 2016","2017-03-29",134,23.55
"Jessore, Bangladesh 2016","2017-03-30",135,23.7
"Jessore, Bangladesh 2016","2017-03-31",136,23.6
"Jessore, Bangladesh 2016","2017-04-01",137,23.65
"Jessore, Bangladesh 2016","2017-04-02",138,23.9
"Jessore, Bangladesh 2017","2017-12-03",0,22.55
"Jessore, Bangladesh 2017","2017-12-04",1,21.885
"Jessore, Bangladesh 2017","2017-12-05",2,22.175
"Jessore, Bangladesh 2017","2017-12-06",3,22.825
"Jessore, Bangladesh 2017","2017-12-07",4,24.87
"Jessore, Bangladesh 2017","2017-12-08",5,23.08
"Jessore, Bangladesh 2017","2017-12-09",6,20.845
"Jessore, Bangladesh 2017","2017-12-10",7,22.36
"Jessore, Bangladesh 2017","2017-12-11",8,24.17
"Jessore, Bangladesh 2017","2017-12-12",9,24.91
"Jessore, Bangladesh 2017","2017-12-13",10,23.965
"Jessore, Bangladesh 2017","2017-12-14",11,23.325
"Jessore, Bangladesh 2017","2017-12-15",12,21.815
"Jessore, Bangladesh 2017","2017-12-16",13,19.995
"Jessore, Bangladesh 2017","2017-12-17",14,19.03
"Jessore, Bangladesh 2017","2017-12-18",15,20.535
"Jessore, Bangladesh 2017","2017-12-19",16,18.615
"Jessore, Bangladesh 2017","2017-12-20",17,18.435
"Jessore, Bangladesh 2017","2017-12-21",18,19.625
"Jessore, Bangladesh 2017","2017-12-22",19,20.05
"Jessore, Bangladesh 2017","2017-12-23",20,21.1
"Jessore, Bangladesh 2017","2017-12-24",21,19.835
"Jessore, Bangladesh 2017","2017-12-25",22,20.385
"Jessore, Bangladesh 2017","2017-12-26",23,19.955
"Jessore, Bangladesh 2017","2017-12-27",24,19.75
"Jessore, Bangladesh 2017","2017-12-28",25,20.725
"Jessore, Bangladesh 2017","2017-12-29",26,20.29
"Jessore, Bangladesh 2017","2017-12-30",27,20.365
"Jessore, Bangladesh 2017","2017-12-31",28,21.36
"Jessore, Bangladesh 2017","2018-01-01",29,19.98
"Jessore, Bangladesh 2017","2018-01-02",30,20.275
"Jessore, Bangladesh 2017","2018-01-03",31,17.61
"Jessore, Bangladesh 2017","2018-01-04",32,12.71
"Jessore, Bangladesh 2017","2018-01-05",33,16.375
"Jessore, Bangladesh 2017","2018-01-06",34,16.57
"Jessore, Bangladesh 2017","2018-01-07",35,14.345
"Jessore, Bangladesh 2017","2018-01-08",36,14.335
"Jessore, Bangladesh 2017","2018-01-09",37,15.07
"Jessore, Bangladesh 2017","2018-01-10",38,15.23
"Jessore, Bangladesh 2017","2018-01-11",39,13.25
"Jessore, Bangladesh 2017","2018-01-12",40,14.55
"Jessore, Bangladesh 2017","2018-01-13",41,14.815
"Jessore, Bangladesh 2017","2018-01-14",42,15.15
"Jessore, Bangladesh 2017","2018-01-15",43,16.71
"Jessore, Bangladesh 2017","2018-01-16",44,16.55
"Jessore, Bangladesh 2017","2018-01-17",45,16.97
"Jessore, Bangladesh 2017","2018-01-18",46,16.97
"Jessore, Bangladesh 2017","2018-01-19",47,18.085
"Jessore, Bangladesh 2017","2018-01-20",48,17.345
"Jessore, Bangladesh 2017","2018-01-21",49,17.76
"Jessore, Bangladesh 2017","2018-01-22",50,17.715
"Jessore, Bangladesh 2017","2018-01-23",51,19.04
"Jessore, Bangladesh 2017","2018-01-24",52,20.485
"Jessore, Bangladesh 2017","2018-01-25",53,18.765
"Jessore, Bangladesh 2017","2018-01-26",54,17.91
"Jessore, Bangladesh 2017","2018-01-27",55,17.98
"Jessore, Bangladesh 2017","2018-01-28",56,18.235
"Jessore, Bangladesh 2017","2018-01-29",57,18.245
"Jessore, Bangladesh 2017","2018-01-30",58,19.46
"Jessore, Bangladesh 2017","2018-01-31",59,19.435
"Jessore, Bangladesh 2017","2018-02-01",60,20.14
"Jessore, Bangladesh 2017","2018-02-02",61,21
"Jessore, Bangladesh 2017","2018-02-03",62,22.405
"Jessore, Bangladesh 2017","2018-02-04",63,23.95
"Jessore, Bangladesh 2017","2018-02-05",64,24.19
"Jessore, Bangladesh 2017","2018-02-06",65,23.57
"Jessore, Bangladesh 2017","2018-02-07",66,21.495
"Jessore, Bangladesh 2017","2018-02-08",67,22.595
"Jessore, Bangladesh 2017","2018-02-09",68,23.725
"Jessore, Bangladesh 2017","2018-02-10",69,23.895
"Jessore, Bangladesh 2017","2018-02-11",70,21.915
"Jessore, Bangladesh 2017","2018-02-12",71,18.64
"Jessore, Bangladesh 2017","2018-02-13",72,23.565
"Jessore, Bangladesh 2017","2018-02-14",73,22.575
"Jessore, Bangladesh 2017","2018-02-15",74,20.5
"Jessore, Bangladesh 2017","2018-02-16",75,21.77
"Jessore, Bangladesh 2017","2018-02-17",76,22.845
"Jessore, Bangladesh 2017","2018-02-18",77,23.89
"Jessore, Bangladesh 2017","2018-02-19",78,24.835
"Jessore, Bangladesh 2017","2018-02-20",79,25.835
"Jessore, Bangladesh 2017","2018-02-21",80,24.75
"Jessore, Bangladesh 2017","2018-02-22",81,25.155
"Jessore, Bangladesh 2017","2018-02-23",82,27.975
"Jessore, Bangladesh 2017","2018-02-24",83,26.44
"Jessore, Bangladesh 2017","2018-02-25",84,26.745
"Jessore, Bangladesh 2017","2018-02-26",85,27.255
"Jessore, Bangladesh 2017","2018-02-27",86,26.855
"Jessore, Bangladesh 2017","2018-02-28",87,26.61
"Jessore, Bangladesh 2017","2018-03-01",88,29.24
"Jessore, Bangladesh 2017","2018-03-02",89,29.24
"Jessore, Bangladesh 2017","2018-03-03",90,30.275
"Jessore, Bangladesh 2017","2018-03-04",91,28.57
"Jessore, Bangladesh 2017","2018-03-05",92,25.685
"Jessore, Bangladesh 2017","2018-03-06",93,24.57
"Jessore, Bangladesh 2017","2018-03-07",94,25.115
"Jessore, Bangladesh 2017","2018-03-08",95,25.935
"Jessore, Bangladesh 2017","2018-03-09",96,26.405
"Jessore, Bangladesh 2017","2018-03-10",97,27.795
"Jessore, Bangladesh 2017","2018-03-11",98,30.93
"Jessore, Bangladesh 2017","2018-03-12",99,28.195
"Jessore, Bangladesh 2017","2018-03-13",100,28.085
"Jessore, Bangladesh 2017","2018-03-14",101,29.86
"Jessore, Bangladesh 2017","2018-03-15",102,29.625
"Jessore, Bangladesh 2017","2018-03-16",103,28.445
"Jessore, Bangladesh 2017","2018-03-17",104,30.02
"Jessore, Bangladesh 2017","2018-03-18",105,27.015
"Jessore, Bangladesh 2017","2018-03-19",106,28.95
"Jessore, Bangladesh 2017","2018-03-20",107,30.055
"Jessore, Bangladesh 2017","2018-03-21",108,28.575
"Jessore, Bangladesh 2017","2018-03-22",109,30.245
"Jessore, Bangladesh 2017","2018-03-23",110,31.63
"Jessore, Bangladesh 2017","2018-03-24",111,29.82
"Jessore, Bangladesh 2017","2018-03-25",112,31.065
"Jessore, Bangladesh 2017","2018-03-26",113,29.955
"Jessore, Bangladesh 2017","2018-03-27",114,29.9
"Jessore, Bangladesh 2017","2018-03-28",115,29.845
"Jessore, Bangladesh 2017","2018-03-29",116,27.99
"Jessore, Bangladesh 2017","2018-03-30",117,27.95
"Jessore, Bangladesh 2017","2018-03-31",118,27.95
"Jessore, Bangladesh 2017","2018-04-01",119,25.465
"Jessore, Bangladesh 2017","2018-04-02",120,25.465
"Jessore, Bangladesh 2017","2018-04-03",121,29.005
"Jessore, Bangladesh 2017","2018-04-04",122,28.01
"Jessore, Bangladesh 2017","2018-04-05",123,28.25
"Jessore, Bangladesh 2017","2018-04-06",124,28.64
"Jessore, Bangladesh 2017","2018-04-07",125,27.405
"Jessore, Bangladesh 2017","2018-04-08",126,28.5
"Jessore, Bangladesh 2017","2018-04-09",127,27.955
"Jessore, Bangladesh 2017","2018-04-10",128,29.03
"Jessore, Bangladesh 2017","2018-04-11",129,27.915
"Jessore, Bangladesh 2017","2018-04-12",130,27.36
"Jessore, Bangladesh 2017","2018-04-13",131,31.18
"Jessore, Bangladesh 2017","2018-04-14",132,29.915
"Jessore, Bangladesh 2017","2018-04-15",133,31.165
"Jessore, Bangladesh 2017","2018-04-16",134,30.53
"Jessore, Bangladesh 2017","2018-04-17",135,28.51
"Jessore, Bangladesh 2017","2018-04-18",136,30.785
"Jessore, Bangladesh 2017","2018-04-19",137,31.645
"Jessore, Bangladesh 2017","2018-04-20",138,31.095
"Jessore, Bangladesh 2017","2018-04-21",139,29.195
"Jessore, Bangladesh 2017","2018-04-22",140,28.15
"Jessore, Bangladesh 2017","2018-04-23",141,29.61
"Jessore, Bangladesh 2017","2018-04-24",142,25.855
"Jessore, Bangladesh 2017","2018-04-25",143,28.405
"Jessore, Bangladesh 2017","2018-04-26",144,28.34
"Jessore, Bangladesh 2017","2018-04-27",145,26.685
"Jessore, Bangladesh 2017","2018-04-28",146,31.26
"Jessore, Bangladesh 2017","2018-04-29",147,29.61
"Jessore, Bangladesh 2017","2018-04-30",148,25.855
"Marchouch, Morocco 2016","2016-11-21",0,15.7583333333333
"Marchouch, Morocco 2016","2016-11-22",1,12.8875
"Marchouch, Morocco 2016","2016-11-23",2,10.2083333333333
"Marchouch, Morocco 2016","2016-11-24",3,10.9375
"Marchouch, Morocco 2016","2016-11-25",4,13.65
"Marchouch, Morocco 2016","2016-11-26",5,12.8666666666667
"Marchouch, Morocco 2016","2016-11-27",6,13.4041666666667
"Marchouch, Morocco 2016","2016-11-28",7,12.5125
"Marchouch, Morocco 2016","2016-11-29",8,12.4833333333333
"Marchouch, Morocco 2016","2016-11-30",9,13.4
"Marchouch, Morocco 2016","2016-12-01",10,15.0458333333333
"Marchouch, Morocco 2016","2016-12-02",11,15.5458333333333
"Marchouch, Morocco 2016","2016-12-03",12,16.5333333333333
"Marchouch, Morocco 2016","2016-12-04",13,15.5625
"Marchouch, Morocco 2016","2016-12-05",14,15.1875
"Marchouch, Morocco 2016","2016-12-06",15,15.1583333333333
"Marchouch, Morocco 2016","2016-12-07",16,13.9333333333333
"Marchouch, Morocco 2016","2016-12-08",17,14.3458333333333
"Marchouch, Morocco 2016","2016-12-09",18,14.6958333333333
"Marchouch, Morocco 2016","2016-12-10",19,13.075
"Marchouch, Morocco 2016","2016-12-11",20,12.1208333333333
"Marchouch, Morocco 2016","2016-12-12",21,11.7
"Marchouch, Morocco 2016","2016-12-13",22,11.025
"Marchouch, Morocco 2016","2016-12-14",23,11.6
"Marchouch, Morocco 2016","2016-12-15",24,11.5333333333333
"Marchouch, Morocco 2016","2016-12-16",25,9.3125
"Marchouch, Morocco 2016","2016-12-17",26,8.24583333333333
"Marchouch, Morocco 2016","2016-12-18",27,8.07916666666667
"Marchouch, Morocco 2016","2016-12-19",28,10.425
"Marchouch, Morocco 2016","2016-12-20",29,10.6
"Marchouch, Morocco 2016","2016-12-21",30,9.3375
"Marchouch, Morocco 2016","2016-12-22",31,9.53333333333333
"Marchouch, Morocco 2016","2016-12-23",32,9.8125
"Marchouch, Morocco 2016","2016-12-24",33,10.1708333333333
"Marchouch, Morocco 2016","2016-12-25",34,11.2875
"Marchouch, Morocco 2016","2016-12-26",35,10.3166666666667
"Marchouch, Morocco 2016","2016-12-27",36,9.99166666666667
"Marchouch, Morocco 2016","2016-12-28",37,9.94166666666667
"Marchouch, Morocco 2016","2016-12-29",38,10.5416666666667
"Marchouch, Morocco 2016","2016-12-30",39,10.5291666666667
"Marchouch, Morocco 2016","2016-12-31",40,10.0458333333333
"Marchouch, Morocco 2016","2017-01-01",41,9.7375
"Marchouch, Morocco 2016","2017-01-02",42,10.1875
"Marchouch, Morocco 2016","2017-01-03",43,10.6958333333333
"Marchouch, Morocco 2016","2017-01-04",44,10.3
"Marchouch, Morocco 2016","2017-01-05",45,9.725
"Marchouch, Morocco 2016","2017-01-06",46,10.0708333333333
"Marchouch, Morocco 2016","2017-01-07",47,10.6208333333333
"Marchouch, Morocco 2016","2017-01-08",48,9.25833333333333
"Marchouch, Morocco 2016","2017-01-09",49,8.79583333333333
"Marchouch, Morocco 2016","2017-01-10",50,9.41666666666667
"Marchouch, Morocco 2016","2017-01-11",51,12.3958333333333
"Marchouch, Morocco 2016","2017-01-12",52,12.025
"Marchouch, Morocco 2016","2017-01-13",53,9.82916666666667
"Marchouch, Morocco 2016","2017-01-14",54,10.8875
"Marchouch, Morocco 2016","2017-01-15",55,7.93333333333333
"Marchouch, Morocco 2016","2017-01-16",56,6.31666666666667
"Marchouch, Morocco 2016","2017-01-17",57,6.93333333333333
"Marchouch, Morocco 2016","2017-01-18",58,8.275
"Marchouch, Morocco 2016","2017-01-19",59,5.775
"Marchouch, Morocco 2016","2017-01-20",60,5.49583333333333
"Marchouch, Morocco 2016","2017-01-21",61,7.21666666666667
"Marchouch, Morocco 2016","2017-01-22",62,7.65
"Marchouch, Morocco 2016","2017-01-23",63,8.53333333333333
"Marchouch, Morocco 2016","2017-01-24",64,8.49583333333333
"Marchouch, Morocco 2016","2017-01-25",65,6.95
"Marchouch, Morocco 2016","2017-01-26",66,11.0833333333333
"Marchouch, Morocco 2016","2017-01-27",67,11.5958333333333
"Marchouch, Morocco 2016","2017-01-28",68,11.0833333333333
"Marchouch, Morocco 2016","2017-01-29",69,9.54166666666667
"Marchouch, Morocco 2016","2017-01-30",70,10.8208333333333
"Marchouch, Morocco 2016","2017-01-31",71,12.2625
"Marchouch, Morocco 2016","2017-02-01",72,11.3291666666667
"Marchouch, Morocco 2016","2017-02-02",73,11.55
"Marchouch, Morocco 2016","2017-02-03",74,12.8583333333333
"Marchouch, Morocco 2016","2017-02-04",75,12.7541666666667
"Marchouch, Morocco 2016","2017-02-05",76,12.6708333333333
"Marchouch, Morocco 2016","2017-02-06",77,12.0791666666667
"Marchouch, Morocco 2016","2017-02-07",78,11.8416666666667
"Marchouch, Morocco 2016","2017-02-08",79,10.2375
"Marchouch, Morocco 2016","2017-02-09",80,11.9375
"Marchouch, Morocco 2016","2017-02-10",81,9.3875
"Marchouch, Morocco 2016","2017-02-11",82,10.3791666666667
"Marchouch, Morocco 2016","2017-02-12",83,13.3583333333333
"Marchouch, Morocco 2016","2017-02-13",84,11.9375
"Marchouch, Morocco 2016","2017-02-14",85,10.7291666666667
"Marchouch, Morocco 2016","2017-02-15",86,12.05
"Marchouch, Morocco 2016","2017-02-16",87,13.725
"Marchouch, Morocco 2016","2017-02-17",88,12.275
"Marchouch, Morocco 2016","2017-02-18",89,10.9083333333333
"Marchouch, Morocco 2016","2017-02-19",90,9.7375
"Marchouch, Morocco 2016","2017-02-20",91,10.2916666666667
"Marchouch, Morocco 2016","2017-02-21",92,12
"Marchouch, Morocco 2016","2017-02-22",93,11.8208333333333
"Marchouch, Morocco 2016","2017-02-23",94,11.9458333333333
"Marchouch, Morocco 2016","2017-02-24",95,13.0666666666667
"Marchouch, Morocco 2016","2017-02-25",96,13.025
"Marchouch, Morocco 2016","2017-02-26",97,12.7625
"Marchouch, Morocco 2016","2017-02-27",98,12.1375
"Marchouch, Morocco 2016","2017-02-28",99,12.6041666666667
"Marchouch, Morocco 2016","2017-03-01",100,10.7
"Marchouch, Morocco 2016","2017-03-02",101,12.6333333333333
"Marchouch, Morocco 2016","2017-03-03",102,10.4458333333333
"Marchouch, Morocco 2016","2017-03-04",103,9.79166666666667
"Marchouch, Morocco 2016","2017-03-05",104,13.725
"Marchouch, Morocco 2016","2017-03-06",105,11.2541666666667
"Marchouch, Morocco 2016","2017-03-07",106,13.8416666666667
"Marchouch, Morocco 2016","2017-03-08",107,16.2166666666667
"Marchouch, Morocco 2016","2017-03-09",108,18.7875
"Marchouch, Morocco 2016","2017-03-10",109,17.675
"Marchouch, Morocco 2016","2017-03-11",110,15.8291666666667
"Marchouch, Morocco 2016","2017-03-12",111,12.3416666666667
"Marchouch, Morocco 2016","2017-03-13",112,10.9
"Marchouch, Morocco 2016","2017-03-14",113,10.6791666666667
"Marchouch, Morocco 2016","2017-03-15",114,11.4458333333333
"Marchouch, Morocco 2016","2017-03-16",115,13.5666666666667
"Marchouch, Morocco 2016","2017-03-17",116,13.6208333333333
"Marchouch, Morocco 2016","2017-03-18",117,14.0833333333333
"Marchouch, Morocco 2016","2017-03-19",118,13.8333333333333
"Marchouch, Morocco 2016","2017-03-20",119,13.9208333333333
"Marchouch, Morocco 2016","2017-03-21",120,12.9083333333333
"Marchouch, Morocco 2016","2017-03-22",121,11.2708333333333
"Marchouch, Morocco 2016","2017-03-23",122,8.61666666666667
"Marchouch, Morocco 2016","2017-03-24",123,7.99166666666667
"Marchouch, Morocco 2016","2017-03-25",124,8.475
"Marchouch, Morocco 2016","2017-03-26",125,11.7565217391304
"Marchouch, Morocco 2016","2017-03-27",126,13.5
"Marchouch, Morocco 2016","2017-03-28",127,13.3333333333333
"Marchouch, Morocco 2016","2017-03-29",128,14.4541666666667
"Marchouch, Morocco 2016","2017-03-30",129,16.6958333333333
"Marchouch, Morocco 2016","2017-03-31",130,15.675
"Marchouch, Morocco 2016","2017-04-01",131,15.0708333333333
"Marchouch, Morocco 2016","2017-04-02",132,13.55
"Marchouch, Morocco 2016","2017-04-03",133,14.7166666666667
"Marchouch, Morocco 2016","2017-04-04",134,15.4125
"Marchouch, Morocco 2016","2017-04-05",135,15.3083333333333
"Marchouch, Morocco 2016","2017-04-06",136,16.95
"Marchouch, Morocco 2016","2017-04-07",137,19.025
"Marchouch, Morocco 2016","2017-04-08",138,16.5208333333333
"Marchouch, Morocco 2016","2017-04-09",139,18.9916666666667
"Marchouch, Morocco 2016","2017-04-10",140,19.9541666666667
"Marchouch, Morocco 2016","2017-04-11",141,18.2958333333333
"Marchouch, Morocco 2016","2017-04-12",142,18.0208333333333
"Marchouch, Morocco 2016","2017-04-13",143,16.7375
"Marchouch, Morocco 2016","2017-04-14",144,17.0708333333333
"Marchouch, Morocco 2016","2017-04-15",145,18.9458333333333
"Marchouch, Morocco 2016","2017-04-16",146,18.55
"Marchouch, Morocco 2016","2017-04-17",147,21.3875
"Marchouch, Morocco 2016","2017-04-18",148,24.8583333333333
"Marchouch, Morocco 2016","2017-04-19",149,23.1208333333333
"Marchouch, Morocco 2016","2017-04-20",150,19.3416666666667
"Marchouch, Morocco 2016","2017-04-21",151,17.8
"Marchouch, Morocco 2016","2017-04-22",152,18.0375
"Marchouch, Morocco 2016","2017-04-23",153,17.7541666666667
"Marchouch, Morocco 2016","2017-04-24",154,18.3791666666667
"Marchouch, Morocco 2016","2017-04-25",155,17.6791666666667
"Marchouch, Morocco 2016","2017-04-26",156,17
"Marchouch, Morocco 2016","2017-04-27",157,18.375
"Marchouch, Morocco 2016","2017-04-28",158,19.2375
"Marchouch, Morocco 2016","2017-04-29",159,17.2041666666667
"Marchouch, Morocco 2016","2017-04-30",160,15.9583333333333
"Marchouch, Morocco 2016","2017-05-01",161,15.525
"Marchouch, Morocco 2016","2017-05-02",162,19.3416666666667
"Marchouch, Morocco 2016","2017-05-03",163,24.1041666666667
"Marchouch, Morocco 2016","2017-05-04",164,18.3458333333333
"Marchouch, Morocco 2016","2017-05-05",165,18.3458333333333
"Marchouch, Morocco 2016","2017-05-06",166,18.525
"Marchouch, Morocco 2016","2017-05-07",167,20.3541666666667
"Marchouch, Morocco 2016","2017-05-08",168,21.1958333333333
"Marchouch, Morocco 2016","2017-05-09",169,18.6666666666667
"Marchouch, Morocco 2016","2017-05-10",170,18.2875
"Marchouch, Morocco 2016","2017-05-11",171,19.2166666666667
"Marchouch, Morocco 2016","2017-05-12",172,18.6208333333333
"Marchouch, Morocco 2016","2017-05-13",173,17.6541666666667
"Marchouch, Morocco 2016","2017-05-14",174,18.7416666666667
"Marchouch, Morocco 2016","2017-05-15",175,21.3791666666667
"Marchouch, Morocco 2016","2017-05-16",176,25.0375
"Marchouch, Morocco 2016","2017-05-17",177,24.8458333333333
"Marchouch, Morocco 2016","2017-05-18",178,19.5375
"Marchouch, Morocco 2016","2017-05-19",179,19.1875
"Marchouch, Morocco 2016","2017-05-20",180,28.6958333333333
"Marchouch, Morocco 2016","2017-05-21",181,26.425
"Marchouch, Morocco 2016","2017-05-22",182,20.0208333333333
"Marchouch, Morocco 2016","2017-05-23",183,20.9291666666667
"Marchouch, Morocco 2016","2017-05-24",184,20.9458333333333
"Marchouch, Morocco 2016","2017-05-25",185,20.7125
"Marchouch, Morocco 2016","2017-05-26",186,20.4333333333333
"Marchouch, Morocco 2016","2017-05-27",187,21.3083333333333
"Marchouch, Morocco 2016","2017-05-28",188,19.4958333333333
"Marchouch, Morocco 2016","2017-05-29",189,19.0083333333333
"Marchouch, Morocco 2016","2017-05-30",190,19.2
"Marchouch, Morocco 2017","2017-12-21",0,10.3625
"Marchouch, Morocco 2017","2017-12-22",1,10.525
"Marchouch, Morocco 2017","2017-12-23",2,9.0125
"Marchouch, Morocco 2017","2017-12-24",3,9.3
"Marchouch, Morocco 2017","2017-12-25",4,10.1208333333333
"Marchouch, Morocco 2017","2017-12-26",5,11.3041666666667
"Marchouch, Morocco 2017","2017-12-27",6,12.6791666666667
"Marchouch, Morocco 2017","2017-12-28",7,13.4333333333333
"Marchouch, Morocco 2017","2017-12-29",8,11.4791666666667
"Marchouch, Morocco 2017","2017-12-30",9,13.3695652173913
"Marchouch, Morocco 2017","2017-12-31",10,14.4416666666667
"Marchouch, Morocco 2017","2018-01-01",11,11.9416666666667
"Marchouch, Morocco 2017","2018-01-02",12,10.4583333333333
"Marchouch, Morocco 2017","2018-01-03",13,10.9166666666667
"Marchouch, Morocco 2017","2018-01-04",14,12.2875
"Marchouch, Morocco 2017","2018-01-05",15,11.5541666666667
"Marchouch, Morocco 2017","2018-01-06",16,8.92083333333333
"Marchouch, Morocco 2017","2018-01-07",17,6.3375
"Marchouch, Morocco 2017","2018-01-08",18,7.65416666666667
"Marchouch, Morocco 2017","2018-01-09",19,11.9260869565217
"Marchouch, Morocco 2017","2018-01-10",20,12.2
"Marchouch, Morocco 2017","2018-01-11",21,9.86666666666667
"Marchouch, Morocco 2017","2018-01-12",22,9
"Marchouch, Morocco 2017","2018-01-13",23,10.4208333333333
"Marchouch, Morocco 2017","2018-01-14",24,9.95416666666667
"Marchouch, Morocco 2017","2018-01-15",25,8.15416666666667
"Marchouch, Morocco 2017","2018-01-16",26,9.20416666666667
"Marchouch, Morocco 2017","2018-01-17",27,9.20833333333333
"Marchouch, Morocco 2017","2018-01-18",28,10.0916666666667
"Marchouch, Morocco 2017","2018-01-19",29,11.725
"Marchouch, Morocco 2017","2018-01-20",30,10.4375
"Marchouch, Morocco 2017","2018-01-21",31,10.6875
"Marchouch, Morocco 2017","2018-01-22",32,9.2125
"Marchouch, Morocco 2017","2018-01-23",33,9.68333333333333
"Marchouch, Morocco 2017","2018-01-24",34,9.68333333333333
"Marchouch, Morocco 2017","2018-01-25",35,11.1875
"Marchouch, Morocco 2017","2018-01-26",36,9.54583333333333
"Marchouch, Morocco 2017","2018-01-27",37,7.89583333333333
"Marchouch, Morocco 2017","2018-01-28",38,6.125
"Marchouch, Morocco 2017","2018-01-29",39,9.225
"Marchouch, Morocco 2017","2018-01-30",40,11.8125
"Marchouch, Morocco 2017","2018-01-31",41,9.75416666666667
"Marchouch, Morocco 2017","2018-02-01",42,11.2375
"Marchouch, Morocco 2017","2018-02-02",43,9.15416666666667
"Marchouch, Morocco 2017","2018-02-03",44,5.69583333333333
"Marchouch, Morocco 2017","2018-02-04",45,5.47083333333333
"Marchouch, Morocco 2017","2018-02-05",46,5.72916666666667
"Marchouch, Morocco 2017","2018-02-06",47,5.39166666666667
"Marchouch, Morocco 2017","2018-02-07",48,6.675
"Marchouch, Morocco 2017","2018-02-08",49,7.5125
"Marchouch, Morocco 2017","2018-02-09",50,8.3625
"Marchouch, Morocco 2017","2018-02-10",51,9.82083333333333
"Marchouch, Morocco 2017","2018-02-11",52,8.79166666666667
"Marchouch, Morocco 2017","2018-02-12",53,9.49166666666667
"Marchouch, Morocco 2017","2018-02-13",54,11.1833333333333
"Marchouch, Morocco 2017","2018-02-14",55,8.89166666666667
"Marchouch, Morocco 2017","2018-02-15",56,9.54166666666667
"Marchouch, Morocco 2017","2018-02-16",57,9.99583333333333
"Marchouch, Morocco 2017","2018-02-17",58,11.775
"Marchouch, Morocco 2017","2018-02-18",59,10.15
"Marchouch, Morocco 2017","2018-02-19",60,9.7625
"Marchouch, Morocco 2017","2018-02-20",61,10.5541666666667
"Marchouch, Morocco 2017","2018-02-21",62,10.4208333333333
"Marchouch, Morocco 2017","2018-02-22",63,11.6083333333333
"Marchouch, Morocco 2017","2018-02-23",64,10.8125
"Marchouch, Morocco 2017","2018-02-24",65,10.475
"Marchouch, Morocco 2017","2018-02-25",66,11.4833333333333
"Marchouch, Morocco 2017","2018-02-26",67,11.9333333333333
"Marchouch, Morocco 2017","2018-02-27",68,13.2375
"Marchouch, Morocco 2017","2018-02-28",69,12.0291666666667
